year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2016,Business Skills,Administrative Assistance,J,Information and communication,Computer Networking,0.057%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Packaging & Containers,0.057%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Entertainment,0.055%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Museums & Institutions,0.049%
2016,Business Skills,Administrative Assistance,J,Information and communication,Publishing,0.048%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Arts & Crafts,0.045%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Sports,0.045%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Textiles,0.045%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Industrial Automation,0.041%
2016,Business Skills,Administrative Assistance,J,Information and communication,Computer Hardware,0.039%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Renewables & Environment,0.039%
2016,Business Skills,Administrative Assistance,C,Manufacturing,Aviation & Aerospace,0.038%
2016,Business Skills,Administrative Assistance,J,Information and communication,Media Production,0.038%
2016,Business Skills,Administrative Assistance,M,Professional scientific and technical activities,Graphic Design,0.037%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Music,0.037%
2016,Business Skills,Administrative Assistance,J,Information and communication,Computer & Network Security,0.036%
2016,Business Skills,Administrative Assistance,J,Information and communication,Broadcast Media,0.032%
2016,Business Skills,Administrative Assistance,R,"Arts, entertainment and recreation ",Performing Arts,0.027%
2016,Business Skills,Administrative Assistance,J,Information and communication,Online Media,0.011%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Marketing & Advertising,3.600%
2016,Business Skills,Advertising,J,Information and communication,Online Media,2.174%
2016,Business Skills,Advertising,J,Information and communication,Publishing,2.089%
2016,Business Skills,Advertising,J,Information and communication,Newspapers,1.926%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Graphic Design,1.770%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Public Relations & Communications,1.719%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Sports,1.591%
2016,Business Skills,Advertising,C,Manufacturing,Printing,1.448%
2016,Business Skills,Advertising,J,Information and communication,Broadcast Media,1.368%
2016,Business Skills,Advertising,J,Information and communication,Internet,1.324%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Photography,1.308%
2016,Business Skills,Advertising,J,Information and communication,Media Production,1.307%
2016,Business Skills,Advertising,J,Information and communication,Writing & Editing,1.252%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Events Services,0.813%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Entertainment,0.739%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Design,0.736%
2016,Business Skills,Advertising,J,Information and communication,Motion Pictures & Film,0.486%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Market Research,0.484%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Music,0.377%
2016,Business Skills,Advertising,J,Information and communication,Computer Games,0.288%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Arts & Crafts,0.283%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.277%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Animation,0.218%
2016,Business Skills,Advertising,J,Information and communication,Computer Software,0.182%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Information Services,0.172%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Translation & Localization,0.159%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Fine Art,0.158%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Professional Training & Coaching,0.157%
2016,Business Skills,Advertising,J,Information and communication,Information Technology & Services,0.156%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Management Consulting,0.153%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Museums & Institutions,0.147%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.142%
2016,Business Skills,Advertising,C,Manufacturing,Automotive,0.121%
2016,Business Skills,Advertising,R,"Arts, entertainment and recreation ",Performing Arts,0.121%
2016,Business Skills,Advertising,K,Financial and insurance activities,Financial Services,0.113%
2016,Business Skills,Advertising,J,Information and communication,Telecommunications,0.109%
2016,Business Skills,Advertising,C,Manufacturing,Textiles,0.099%
2016,Business Skills,Advertising,C,Manufacturing,Food Production,0.085%
2016,Business Skills,Advertising,K,Financial and insurance activities,Insurance,0.079%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.074%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Architecture & Planning,0.071%
2016,Business Skills,Advertising,K,Financial and insurance activities,Banking,0.068%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Legal Services,0.068%
2016,Business Skills,Advertising,C,Manufacturing,Electrical & Electronic Manufacturing,0.063%
2016,Business Skills,Advertising,K,Financial and insurance activities,Investment Management,0.063%
2016,Business Skills,Advertising,C,Manufacturing,Pharmaceuticals,0.051%
2016,Business Skills,Advertising,C,Manufacturing,Chemicals,0.045%
2016,Business Skills,Advertising,C,Manufacturing,Machinery,0.038%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Accounting,0.037%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Research,0.036%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Environmental Services,0.035%
2016,Business Skills,Advertising,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.032%
2016,Business Skills,Advertising,C,Manufacturing,Renewables & Environment,0.022%
2016,Business Skills,Advertising,B,Mining and quarrying,Oil & Energy,0.021%
2016,Business Skills,Advertising,C,Manufacturing,Packaging & Containers,0.019%
2016,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Aviation & Aerospace,2.493%
2016,Disruptive Tech Skills,Aerospace Engineering,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.247%
2016,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Automotive,0.219%
2016,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Machinery,0.088%
2016,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Industrial Automation,0.041%
2016,Disruptive Tech Skills,Aerospace Engineering,M,Professional scientific and technical activities,Research,0.040%
2016,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Electrical & Electronic Manufacturing,0.036%
2016,Disruptive Tech Skills,Aerospace Engineering,M,Professional scientific and technical activities,Design,0.028%
2016,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Renewables & Environment,0.028%
2016,Disruptive Tech Skills,Aerospace Engineering,J,Information and communication,Information Technology & Services,0.022%
2016,Disruptive Tech Skills,Aerospace Engineering,B,Mining and quarrying,Oil & Energy,0.021%
2016,Disruptive Tech Skills,Aerospace Engineering,C,Manufacturing,Plastics,0.012%
2016,Business Skills,Affiliate Marketing,C,Manufacturing,Food Production,0.100%
2016,Business Skills,Affiliate Marketing,M,Professional scientific and technical activities,Marketing & Advertising,0.051%
2016,Business Skills,Affiliate Marketing,J,Information and communication,Internet,0.034%
2016,Business Skills,Affiliate Marketing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.015%
2016,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Veterinary,2.021%
2016,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Food Production,0.104%
2016,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Chemicals,0.063%
2016,Specialized Industry Skills,Agricultural Production,R,"Arts, entertainment and recreation ",Museums & Institutions,0.033%
2016,Specialized Industry Skills,Agricultural Production,K,Financial and insurance activities,Financial Services,0.023%
2016,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Biotechnology,0.011%
2016,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Environmental Services,0.010%
2016,Specialized Industry Skills,Agronomy,M,Professional scientific and technical activities,Environmental Services,0.015%
2016,Specialized Industry Skills,Agronomy,C,Manufacturing,Food Production,0.011%
2016,Specialized Industry Skills,Air Force,C,Manufacturing,Aviation & Aerospace,2.178%
2016,Specialized Industry Skills,Air Force,M,Professional scientific and technical activities,Photography,0.017%
2016,Specialized Industry Skills,Aircraft Management,C,Manufacturing,Aviation & Aerospace,0.569%
2016,Specialized Industry Skills,Airlines,C,Manufacturing,Aviation & Aerospace,2.046%
2016,Specialized Industry Skills,Analytical Reasoning,K,Financial and insurance activities,Capital Markets,0.068%
2016,Specialized Industry Skills,Anesthesiology,M,Professional scientific and technical activities,Veterinary,0.277%
2016,Tech Skills,Animation,R,"Arts, entertainment and recreation ",Animation,16.320%
2016,Tech Skills,Animation,J,Information and communication,Computer Games,4.338%
